id,text,labels
28423,Nếu biết đến thương hiệu đến từ hàn quốc tên D thì nó còn ghê hơn :),"[23, 25]"
6310,đúng rồi . chỉ có thằng ghệ nó trầm cảm thôi,"[12, 20, 21]"
x000094,@nangoc84 Bạn đã đưa ra một danh sách tuyệt vời về các lối thoát! Mình muốn thêm vào đó là việc tìm kiếm cơ hội đầu tư khác nhau cũng có thể là một lối thoát tuyệt vời để tạo ra thu nhập bổ sung.,"[11, 5]"
tik013422,Không còn cơ hội quay đầu nữa rồi,"[18, 21]"
24604,Ngoc Anh chỉ thích đi Hải Phòng thôi,[2]
6986,"Ghi nhận, cái mồm hại cái thân","[12, 26]"
16718,Phạm Hưng Nguyễn Phạm Minh buồn nhất glenn,[21]
2509,per ê xem đi phim này lâu rồi nhưng mà hay lắm,"[0, 2]"
3489,ngoài ra thì nó còn bị mang tiếng là thả thính cả xã hội nữa,"[25, 26]"
you001674,cảm ơn chị nhé,[9]
5838,lúc ra hà nội ở ngay phố đào tấn mà không biết chổ này 😢,"[20, 21, 15]"
19347,"Andy Lam cũng là có qua có lại, đâm đầu dô mấy chỗ này thì phải biết trước kq là như dậy , khóc gì 🤣","[0, 25, 26]"
33259,Anhkhoa Nguyen chắc m cũng nhiệt tình như thằng H nhể. 🤞,[5]
26260,"Moẹ tui bay. Hôm đó t vs ck đi ăn về gặp tụi bay mà tao còn hú hồn.
Bên trên có chốt công an mà tụi bay phi như điên kiểu trêu ngươi vậy.
Hối hận để làm gì khi tông ngta nv. 
Trc khi ra đường thì nên học làm người đi đã.","[25, 23]"
tik023156,tự hào khi mik là dân tộc Việt Nam,[7]
5775,năm sau nữa quyết định nằm cho đỡ đau lưng 😁😁,"[0, 5, 2]"
tik005222,cho em hỏi gia đình của anh chị này ở đâu vậy anh,[14]
4284,chỉ cần thích cái là muốn rụng tim,"[4, 3]"
13411,"Thiện Tim 1 tháng chỉ dc hỗ trợ 1 lần thôi, ko có lần 2","[20, 25, 27]"
6026,"và bức tường , khung lan can , cây cối y nguyên sau ngần ấy năm ư ? 😜","[13, 2, 1]"
you000071,Cam Pú Chia tuổi j z AE😂,"[0, 23]"
you003111,"Em hay ngại lắm, sợ làm phiền ý, đi làm mà ko dám hỏi luôn","[17, 16, 19]"
31564,Chym bay cũng tại thầy 😆,[0]
5092,cũng may tao là một con đàn ông :)),[5]
2206,lo cho thang bé lỡ rớt điện thoại xuống nước thì ....,"[17, 16]"
tik023841,tự hào quá Việt Nam ơi🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳🇻🇳,[7]
1215,"chỉ cần đủ quan trọng , họ sẽ làm tất cả những gì bạn thấy vui .",[27]
984,per huhu trời ơiii,"[21, 22]"
2051,đó là 1 câu chuyện buồn,"[21, 13]"
16288,Lũ trời đánh,"[16, 24, 23]"
26945,"Dm con điên, chồng con rồi còn lăng loàn rồi hại chết ng khác, thương nhất là chị gái đang mang bầu í. 🤧","[22, 23, 24]"
26879,Có vấn đề à,[14]
2499,"per đi coi phim coi , hẹn quài luôn á","[1, 20]"
2840,per một thời nè 😃,"[0, 2]"
tik013841,"Nó giống với cái video mình mới làm , mặc dù mình chưa nghe bao h , thực sự có nhiều ng như mình ư🤨🤨🤨","[14, 15]"
2232,per may cho bạn 😄😄😄,"[0, 10]"
tik017247,"Nọng to
Môi to
Mặt mụn
e đeo khẩu trang nghẹt thở, đau tai lắm ạ ông trời k có cho e nhan sắc nên ra ngoài e tự ti với mọi người xung quanh ai cũng đẹp đối với e s e xấu v ạ","[21, 20, 19]"
tik014562,"mình có nghe được một câu nói ""nếu như có một cô gái xinh đẹp tự ti thì là do quá khứ họ bị chê bai quá nhiều."" dù rằng ngoại hình thay đổi, nhưng những vết xước đó chẳng thể nhòa dc","[12, 27]"
tik012959,ngã rẻ nào cũng đã từng có người thành công thì bạn cũng có thể chỉ là bạn chưa đủ cố gắng,[5]
6157,tao cũng sắp bị đuổi ra khỏi nhà roi,"[16, 17, 20]"
tik018966,😔 Ra ngoài mà ko có khau trang vs nón là chả dám nhìn ai 😔,"[21, 19]"
4114,đây là kiểu tự tay bóp dái nè,"[23, 25, 0]"
23799,Tình yêu chữa lành tất cả,"[3, 5]"
5331,tao còn độc thân này :((,"[20, 21]"
28384,Hồng Diễm trong siêu thị bữa tính ăn,"[27, 0]"
12036,Buồn vì trong quần có cái bé như con sâu róm,"[21, 23]"
tik012169,"Sai lầm quá lớn, không thể nào sửa được. Âu cũng là cái giá bản thân phải trả thôi. Sống chết có số","[18, 22, 21]"
6356,"công nhận , thời xưa bệnh mà cũng vui vãi . :)))","[0, 2]"
12074,"Nguyễn Hương Ùa, aloooo  cucuk",[0]
520,ức chế lắm cụ ạ . đi trong phố cổ còn chưa dừng hẳn đã bị gõ cửa xua đi .,"[24, 25]"
tik024113,hành động tuyệt vời của anh.. tôi cũng đã nhìn thấy những công dân nước bạn đứng lên theo hành động của anh,"[8, 11, 7]"
1800,rất có tố chất . liên đoàn xe đạp việt nam có thể liên hệ để đào tạo được đấy,"[8, 5]"
tik016741,Ngại…,[19]
you005605,Làm gì thì làm dù việc nhỏ hay lớn là công nhân hay quản lý thì nên làm hết mình hết tâm hết tầm . Đừng diễn nhé,[26]
31567,Mong là dẹp luôn tập tục phóng sinh này luôn,"[25, 26]"
tik003129,cố gắng lên nhé chị,"[5, 6]"
12017,Ngọc Phượng tnx💜,"[9, 3]"
30260,"Đoàn Hương xóm nhà b giống xóm nhà e, nhưng dc cái xóm nhà e cả xóm cùng đoàn kết làm chứ k có ai k làm cả. Nên cỗ bàn cả xóm là cứ bắc thẳng rạp ra đường cho rộng rãi.","[2, 7, 11]"
6223,galang thế không bjt . trẻ con còn như thế người lớn chắc không tôgn tại đâu . ước gì cũg được như vậy,"[4, 8]"
tik017122,( ｡ ŏ ﹏ ŏ )👉🏻👈🏻,[19]
you005554,Không kiểm tra lại mới lạ con xe bằng cả gia tài của mình lỡ có vấn đề gì đầu thai không kịp 😂😂,[0]
6225,sao không cho con già đấy mấy cái vào mõm cho vỡ cái nó mõm chó luôn,"[23, 24]"
14668,Đúng ❤️,"[3, 11]"
20448,Nguyễn Chí Toàn nó câu tương tác đó.,"[24, 25]"
24009,Toàn dân nhiếp ảnh. Cười cái quần.,[0]
tik021444,đúng người đúng thời điểm,"[11, 5]"
32879,Nguyễn Phương gì vậy trời. 100 khéo dc thêm cái mũi với bộ loa rùi đấy 🥴🥴🥴,"[0, 25]"
17147,Cầu mong cho bé qua khỏi kiếp nạn và bình an,"[5, 6, 22]"
2399,em buông tay anh nhé .... quá khứ ấy anh hãy xoá hết đi .......,"[18, 21, 22]"
3963,việt nam học tây chỗ này đây trách gì giờ toàn cô trò rủ nhau vào nhà nghỉ,"[23, 24]"
6648,"per đang định đi chụp , thấy cái này sợ quá đéo đi nữa","[16, 20]"
16383,🙏🙏🙏,[9]
5635,hỏi nhiều nó lại cho vào đối tượng truy nã 😏,"[0, 25]"
red000377,Luỵ lại ex trong khi mình nói lời chia tay trc. Kết quả cug phải 1 thời gian sau mới dứt hẳn đc,"[21, 18]"
3158,dở hơi,"[25, 26]"
4682,đéo biết ! vợ tôi đéo cho nữa !,[25]
799,hết tiền rồi này,"[20, 21]"
you000796,"Hướng nội nhiều hơn là chuẩn luôn anh ơi, nghe đến đoạn này em thấy mình không cô đơn. Mặc dù ngày xưa em là đứa hướng ngoại cực kì, tự nhiên lớn lên dần trầm hơn, ngẫm nhiều hơn nói, quan sát nhiều hơn, awww, cảm giác như có người đồng điệu với mình","[12, 2, 8]"
tik002582,nhung hoàn cảnh như vậy mới cần sự giúp đỡ,[6]
5330,thế thì bắt con phụ nữ chứ bắt gì thằng đâm . con đấy mới là nguồn của vụ án,"[24, 26]"
red000151,"Không có gì bạn ạ. Nhiều khi cũng nghĩ như mấy bạn kia, nếu hồi xưa mình chăm học hơn, hay nếu xưa mình biết yêu thương bản thân nhiều hơn thì đã không như thế này như thế kia,

Nhưng nghĩ lại, nếu không có những chuyện kia, mình cũng sẽ không bao giờ nhận ra được sự quan trọng của chúng như ngày hôm nay. Và những trải nghiệm cũ cũng làm nên con người mình nữa, nếu quay lại quá khứ mình có lẽ sẽ có một kết cục tốt hơn, nhưng mình sẽ không còn là mình hiện tại nữa, sẽ không là mình như ngày hôm nay nữa. Những trải nghiệm đó tạo nên con người mình

Mình nghĩ trải nghiệm nào cũng lấy mất mình điều gì đó, và dạy mình một điều gì đó, nên trải nghiệm nào cũng đáng quý trọng, nên không hối hận","[5, 12, 9]"
tik018619,sao cố gắng cãi thiện đi không được đẹp nhưng vẫn oke hơn nhiều,[5]
958,per tao cứ thấy giống giống mày :))))),"[0, 12, 13]"
tik013171,Cuộc sống nó đã có từ đầu theo mọi người và tôi chỉ là bt chước hay bước sau chúng ta thôi thời gian là thứ sẽ giết chúng ta hãy kiến trì nỗ lực trong công việc ko bỏ cuộc mệt nghỉ r đứng dậy đi tiếp,[5]
11325,Giống phim Hàn Quốc vụ y z luôn á chèn.,[12]
24856,An Ánh nhìn a giống y hệt cậu bé này,"[13, 15]"
30404,Đông Hồ dí:)),[0]
1449,xạo xạo ... thằng cải suốt ngày bị nó dụ,[25]
5666,chỉ những người độc thân thôi,[27]
494,thích mấy đứa này,[3]
2969,nói chuyện như người yêu ??,"[14, 0]"
tik011646,ko tức giận nhất thời thì tốt r 🥲,[10]
2520,đéo hề dễ thương khi nó cười với đứa khác :)),[25]
32903,Thái Thị Kim Tuyết đẹp lồng lộn là có thiệt 😁,[0]
33216,Cho e xin info đứa bạn thân halo này với. Vào xem mày ngang mũi dọc ntn,"[14, 25]"
tik011631,giá như hồi trước chọn học tiếp...,[18]
6070,cái gì vui vậy mọi người :)),"[0, 14]"
tik023974,giỏi này qua nước ngoài làm tầm 40 tuổi về nước cống hiến là đẹp,"[11, 5, 8]"
tik016982,T bị một cái nút rùi khá là to ở gần mắt nên tự tí lắm í toàn đeo khẩu trang thui à🥺,"[21, 19]"
2770,béo tí đáng yêu mà =)),"[0, 3, 2]"
27321,"Đinh Ngọc Thúy cùng một nỗi sợ , đặc biệt là con quễ gà tây , trông tởm lợm v~","[16, 23]"
you000014,Anh dương dê quá giỏi,[8]
4026,qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂,"[0, 5, 2]"
5381,bởi nói để trung nguyên cho bà thảo thì chắc chắn 100 % với cái bộ óc sáng tạo cùng với sự lãnh đạo tài giỏi và lòng tham hơn người và trí tuệ ngắn hạn sẽ dẫn dắt trung nguyên xuống con mẹ nó giếng luôn .,"[23, 24]"
30932,Người ngu dốt luôn có lối đi riêng,[23]
tik005966,Tính ra không phải mình tui bị vậy 🥰,"[0, 10]"
3156,2 - 3 tuần gì đấy . sao thế,[14]
20449,"Tự nhiên nhớ lại, nhiều khi cũng hút mạnh trân châu lên, thật may mắn, chắc cạch luôn món này😢","[10, 21, 22]"
thr000059,"Mình nghe đồn ‘Nhân viên ko bỏ việc, nhân viên rời bỏ xếp’.","[12, 14]"
19272,Sợ ế,[16]
you001776,xem lâu rồi nhưng đến lúc cần lại lôi ra xem lại,[4]
3923,có sáng tạo :)),"[2, 11]"
tik008938,ước j còn nội ☺️,[4]
tik004077,nam mo a di đà phật mong chúng ta sẽ giúp những hoàn cảnh như này ❤️❤️,"[4, 6, 3, 5]"
tik012173,đừng tự dằn vặt mình nữa mọi chuyện qua rồi để nó qua.buồn đau chỉ làm bạn lún sâu thêm vũng bùn. nếu hiểu quy luật cuộc sống này bạn k nên trách bản thân mình 🙏 a di đà phật,[6]
tik012091,Hối hận vì làm Vk và hy sinh thanh Xuân cho kẻ ko đáng,[18]
2916,xem cả chục lần vẫn thấy hạnh phúc lây với cụ bà 😊 không biết mai sau mình có được vậy không,"[2, 5, 4]"
693,cho mình xin bài nhạc tên là gì với ạ,[14]
tik011504,Đúng vì những suy nghĩ chưa thấu đáo mà mình đã quyết định sai !!,"[20, 18]"
5534,thằng kia làm nhẹ nhẹ thôi nhé .,[25]
tik017092,Như mình trc cũng tự ti lắm nhưng mà tự ti riết nên là quen luôn ròi chả cần bận tâm ai nói gì( nếu thk nào nói gì thì chĩa nó) hãy như mình😀🦾,"[2, 5, 7]"
tik011635,muon vd nha,[4]
19685,Phan Hữu Lợi tiền xài sao hết ta,"[8, 14]"
14758,thương e bé mới 9 tháng tuổi 😞😞😞 nắng nôi ntn mà phải đi theo bố mẹ,"[6, 21, 22]"
3527,hình thức này .. là chúng nó đang huỷ hoại mầm mống tương lai của đất nước đấy,"[24, 23]"
21535,Phương Nghii hồi đó xem chị ơi đi hàn quốc thích paris baguette lắm🥲,"[2, 3]"
you003234,"Thay đổi mỗi ngày từng chút một. Bạn sẽ cảm ơn chính mình, yêu mình lắm ❤️❤️",[3]
4776,nhớ lại mỗi lần thay tim .. 😂,"[9, 2, 3]"
313,có biết giận là gì đâu 😌🙂,"[27, 10]"
25678,Hi vọng có ai đó cung cấp ảnh camera nhà dân trích xuất lại những cảnh truy đuổi trên đoạn đường bỏ chạy. Để biết tính chất nguy hiểm như thế nào. Không có lửa sao có khói.,"[4, 14, 5]"
x001290,@Nesaragesaraknm Good job NESARA GESARA and Pinetwork,"[11, 8]"
4486,chúc đại kỷ nguyên có một buổi tối ấm áp nha ❤️,"[2, 3]"
3086,bọn tiếp tay cho kẻ giết người,"[23, 24]"
765,ôi bé xinh gái vãi :)),[8]
1995,ngã sấp mặt lồn là có thật,"[0, 13]"
11515,"Đi đấm nhau với một thằng chuyển giới 
Đúng là trò hề của năm mà","[23, 24]"
528,nếu 1 ngày per theo thằng khác và per cũng có bỏ bạn mà đi thôi huhu,"[16, 20, 21]"
tik003315,"Vk ck còn khỏe nên giúp họ kết nối việc làm ổn định lâu dài.Năm 2008 tôi k tiền đi làm công nhân ăn cơm với muối trắng cả năm,rồi dần dần tôi củng thành công bằng sức lực của mình","[9, 7]"
tik024045,Niềm tự hào dân tộc !,[7]
30412,Tuấn vì ổng rất ghét đảng độc tài :)),"[0, 24]"
tik012052,tôi hối hận là lấy vợ yêu không đúng người,[18]
28381,"tháng 9, tháng thanh lọc ngành FnB",[27]
6694,chờ có người giận mà không được,"[20, 4, 25]"
2583,"và mấy mẹ thấy mỗi cái chi tiết : ông vũ khuyên bà thảo lui về sau . chăm lo cho gia đình .,,, là gào mồm lên , kêu đàn ông gia trưởng này nọ , vũ phu , bảo thủ nọ kia .... đúng là toàn mấy con bò ... chả ai hiểu bà thảo bằng ông vũ cả đâu , người ta khuyên vợ lui về vì thừa biết tính vợ , tầm nhìn của vợ đến đâu . còn thực vợ giỏi , có tầm thì chả thằng nào không muốn sát cánh , đồng lòng với người chăn gối , tay ấp cùng mình cả . vấn đề là cái tầm của bà thảo để mà đưa tn đi lên chỉ có vậy , vì đó là tâm trí của một con buôn .","[25, 26, 23]"
23040,Cay hơn ăn 🌶️,[25]
3761,hóa ra là vậy à =)),"[12, 0]"
26261,"Thực sự thì ai cũng có sai lầm trong đời dù lớn hay nhỏ, các em ấy cũng chỉ trong độ tuổi có những hành động thiếu suy nghĩ mà thôi và các em cũng nhận ra lỗi sai và xin lỗi. Vậy nên mong rằng pháp luật sẽ xử phạt thật nặng những trường hợp như này bọn này ko biết sai hay hối hận đâu bọn nó xạo chó đấy😡😡😡","[26, 24]"
tik017700,:v thật ra là có nhan sắc cx ngại k kém,[19]
you000076,May sao hột quá,[10]
23457,Khoan khoan c nghe e giải thích,[17]
23403,"Khoan đã, anh nghe em giải thích đã, mọi chuyện không như anh nghĩ đâu","[17, 21]"
28046,Hy Hy Dương làm như có giá lắm ấy :)),"[0, 25]"
tik023390,tự hào VN quá đi,[7]
5948,sự thất bại của giáo dục,"[20, 21, 22]"
tik011892,hối hận nhất là khiến con cái thiệt thòi 🥺,[18]
tik011701,tôi có xem tử vi giờ ngày tháng năm sinh âm lịch ..cung mệnh can chi ngũ hành vk Ck ..năm kết hôn ..gia cảnh và ngoại hình người hôn phối..bàn tay ..,[27]
you005608,Cũng hên là đùa chứ ko là phải tháo ra lắp lại thì khóc 😂😂,"[0, 10]"
you002068,"Cảm ơn cj rất nhiều <br>E luôn trong tình trạng thái mệt mỏi <br>Dù e  có bame  có tiền có ngiu <br>Nhưng e luôn cảm thấy bế tắc  nghĩ 1 chút thui đã rơi nước mắt<br>Ăn uống cũng ko ngon miệng <br>Ko thể hòa đồng, hoạt bát đc",[9]
tik011895,hối hận bỏ nyc 🙂,[18]
26918,Nguyễn Tuyền mê C.U phải chịu hoy,[24]
tik015999,tự ti về răng á…,"[21, 19]"
tik012340,đều hoi han nhất là không nge lời khuyên của cha😅 rồi một ngày cha ra đi trên vai của mình cảm giác đó dau lắm 😭,"[21, 22, 18]"
tik017827,vì thế đu học lúc nào cx mang khẩu trang😢,"[21, 19]"
22685,"Chịu, lần đầu tiên t nghe có vụ người Việt đối xử với nhau như kiểu nô lệ.","[23, 21, 25, 26]"
18530,"Thị Ngô ui sao ko vả cho nó 2 phát luôn b, hiền quá","[25, 24]"
4994,"per huhu đúng quá nè :< sư phụ đi rồi , còn per thôi , đừng đi đâu nữa nhaaa 😢","[20, 21, 22, 16]"
